City,Site,Site Name,Category Desc.,Long Class Desc.,Art. No,Article Desc.,Quantity,Date,Formatted Date,Net Revenue,Product Name,Channel,Gross Revenue
KOLKATA,Online,Online,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,26.11.2022,26-Nov-22,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Online,1299
HYDERABAD,A028,Hyderabad-Jubilee,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.11.2022,26-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
AHMEDABAD,A145,Ahmedabad-Mani Nagar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.11.2022,26-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Secunderabad,A149,Secunderabad-New Vikrampuri,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,2,26.11.2022,26-Nov-22,2698,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,3798
SURAT,A217,Surat-VIP Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.11.2022,26-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
KOLKATA,A226,Kolkata-Barasat,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.11.2022,26-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
SURAT,A324,Surat-Bardoli,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.11.2022,26-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
CHENNAI,A340,Chennai Adyar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.11.2022,26-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,Online,Online,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.11.2022,26-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Online,1899
AURANGABAD,A062,Aurangabad-Prozone Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,26.11.2022,26-Nov-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
HYDERABAD,A028,Hyderabad-Jubilee,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,2,26.11.2022,26-Nov-22,2118,435BK Type-C 4 Port USB 3.0 Hub Pro,Offline,3198
HOSUR,Online,Online,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,26.11.2022,26-Nov-22,1699,436BK Type-C 6 in 1 Multiport Hub,Online,2599
New Delhi,A051,Delhi-Airport Terminal 3 Domes,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,26.11.2022,26-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
SURAT,A053,Surat-Ripple,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,26.11.2022,26-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
KOLKATA,A197,Kolkata-Rajarhat,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,26.11.2022,26-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
GUNTUR,A334,Guntur-Tadepalli,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,26.11.2022,26-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
CHENNAI,A340,Chennai Adyar,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,26.11.2022,26-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
JAIPUR,Online,Online,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,2,26.11.2022,26-Nov-22,698,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Online,1398
CHENNAI,A034,Chennai-Mount Road,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,26.11.2022,26-Nov-22,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
SURAT,A105,Surat-Adajan,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,26.11.2022,26-Nov-22,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
GURGAON,A212,Gurugram-Worldmark 2,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,26.11.2022,26-Nov-22,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
SALEM,A213,Salem-Bharathi Street,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,0,26.11.2022,26-Nov-22,0,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,0
MUMBAI,A041,Mumbai-Oberoi Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.11.2022,26-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Bangalore,A056,Bangalore-J P Nagar,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.11.2022,26-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
KOLKATA,A226,Kolkata-Barasat,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.11.2022,26-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
AHMEDABAD,A228,Ahmedabad-Vastral,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.11.2022,26-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
RATLAM,A330,Ratlam-Do Batti Chowk,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.11.2022,26-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
PUNE,A377,Pune-Datta Mandir Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.11.2022,26-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
THANE,A017,Thane-Bhayander,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Bangalore,A056,Bangalore-J P Nagar,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
NOIDA,A151,Noida-Mall of India,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
CHENNAI,A157,Chennai-Avadi,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
New Delhi,A204,Delhi-Vegas Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
SALEM,A213,Salem-Bharathi Street,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
LATUR,A256,Latur-Ambejogai Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
AHMEDABAD,A301,Ahmedabad-Makarba,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
SRIGANGANAGAR,A374,Sriganganagar-Ridhi Sidhi Encl,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Delhi,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.11.2022,26-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Bangalore,A045,Bangalore-Indira Nagar,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,26.11.2022,26-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
CHENNAI,A095,Chennai-Grand Mall,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,2,26.11.2022,26-Nov-22,1518,650GR Ergo View Laptop Stand-Grey,Offline,1798
VAPI,A195,Vapi-Daman Road,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,26.11.2022,26-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
MUMBAI,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,26.11.2022,26-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Online,899
,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,2,26.11.2022,26-Nov-22,1998,419V2 PRIMUS Wireless Desktop V2,Online,2398
AURANGABAD,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,26.11.2022,26-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
BASODA,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,26.11.2022,26-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
BHOPAL,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,26.11.2022,26-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
Delhi,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,26.11.2022,26-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
Delhi,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,26.11.2022,26-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
HYDERABAD,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,26.11.2022,26-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
VADODARA,A223,Vadodara-OP Road,Computer Bags,Sleeves/Cases,250421,Amkette Neo Case 14 Multi Pocket GRY,1,26.11.2022,26-Nov-22,779,146BK NeoCase Sleeve MP 450 14,Offline,1249
CHENNAI,A269,Chennai-Alwarpet,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,26.11.2022,26-Nov-22,529,398PP Xcite Neo Keyboard USB,Offline,549
Bangalore,Online,Online,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,27.11.2022,27-Nov-22,529,398PP Xcite Neo Keyboard USB,Online,549
BIKRAMGANJ,Online,Online,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,0,27.11.2022,27-Nov-22,0,398PP Xcite Neo Keyboard USB,Online,0
THANE,A017,Thane-Bhayander,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,27.11.2022,27-Nov-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
INDORE,A186,Indore-Vijay Nagar Square,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,27.11.2022,27-Nov-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
PUNE,A222,Pune-Katraj,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,27.11.2022,27-Nov-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
HOSUR,A225,Hosur-Bagalur Road,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,27.11.2022,27-Nov-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
MUMBAI,A153,Mumbai-Infiniti Mall,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,27.11.2022,27-Nov-22,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Offline,1299
FARIDABAD,Online,Online,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,27.11.2022,27-Nov-22,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Online,1299
FARIDABAD,A012,Faridabad-Crown Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A020,Delhi-Rohini,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A058,Bangalore-Koramangala,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A066,Bangalore-Bannerghatta Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Nashik,A108,Nashik-Solitario,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
MUMBAI,A119,Mumbai-Prabhadevi,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,0,27.11.2022,27-Nov-22,0,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,0
New Delhi,A131,Delhi-Rohini West Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A161,Delhi-Vasant Kunj Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
COIMBATORE,A199,Coimbatore-Laxmi Mills,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Nashik,A215,Nashik-Nashik Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,2,27.11.2022,27-Nov-22,2698,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,3798
KOLKATA,A226,Kolkata-Barasat,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,2,27.11.2022,27-Nov-22,2698,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,3798
AHMEDABAD,A228,Ahmedabad-Vastral,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A258,Delhi-Pitampura,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
KOLKATA,A385,Kolkata-Acropolis Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.11.2022,27-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
AURANGABAD,A062,Aurangabad-Prozone Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,27.11.2022,27-Nov-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
Jalandar,A163,Jalandhar-Lajpat Nagar,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,27.11.2022,27-Nov-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
MUMBAI,A092,Mumbai-Kandivali,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,27.11.2022,27-Nov-22,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Offline,1599
DEHRADUN,Online,Online,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,27.11.2022,27-Nov-22,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Online,1599
MUMBAI,A001,Mumbai-Juhu,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,27.11.2022,27-Nov-22,1699,436BK Type-C 6 in 1 Multiport Hub,Offline,2599
GURGAON,A050,Gurugram-Dlf Mega Mall,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,27.11.2022,27-Nov-22,1699,436BK Type-C 6 in 1 Multiport Hub,Offline,2599
New Delhi,A051,Delhi-Airport Terminal 3 Domes,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,27.11.2022,27-Nov-22,1699,436BK Type-C 6 in 1 Multiport Hub,Offline,2599
Bangalore,A056,Bangalore-J P Nagar,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,27.11.2022,27-Nov-22,1699,436BK Type-C 6 in 1 Multiport Hub,Offline,2599
PUNE,A011,Pune-Aundh,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,27.11.2022,27-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
VADODARA,A015,Vadodara-Centre Square Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,27.11.2022,27-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
CHANDIGARH,A079,Chandigarh-Sector 26,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,27.11.2022,27-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
THRISSUR,A282,Thrissur-MG Road,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,27.11.2022,27-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
GUNTUR,A334,Guntur-Tadepalli,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,27.11.2022,27-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Secunderabad,A422,Secunderabad-Nagaram,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,27.11.2022,27-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
CHENNAI,A181,Chennai-Chrompet,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,27.11.2022,27-Nov-22,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
AHMEDABAD,A004,Ahmedabad-Devarc,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,27.11.2022,27-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Anand,A201,Anand-Vidyanagar Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,27.11.2022,27-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
HYDERABAD,Online,Online,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,27.11.2022,27-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Online,1199
CHENNAI,A181,Chennai-Chrompet,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,27.11.2022,27-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Davanagere,A185,Davangere-Hadadi Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,27.11.2022,27-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
BHOPAL,A188,Bhopal-Arera Colony,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,27.11.2022,27-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
GURGAON,A212,Gurugram-Worldmark 2,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,27.11.2022,27-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
MUMBAI,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,27.11.2022,27-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
MUMBAI,A074,Mumbai-Breach Candy,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,27.11.2022,27-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Delhi,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,27.11.2022,27-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Online,899
MUMBAI,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,-1,27.11.2022,27-Nov-22,-759,650GR Ergo View Laptop Stand-Grey,Online,-899
VADODARA,A015,Vadodara-Centre Square Mall,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,2,27.11.2022,27-Nov-22,1598,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,2198
SURAT,A105,Surat-Adajan,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,27.11.2022,27-Nov-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
INDORE,A186,Indore-Vijay Nagar Square,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,27.11.2022,27-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
UJJAIN,A335,Ujjain-Dewas Road,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,27.11.2022,27-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
NAGPUR,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,27.11.2022,27-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
VADODARA,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,27.11.2022,27-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
GURGAON,A144,Gurugram-Ambience Mall,PC Accessories,Laptop Kit,256479,Amkette EvoFox Explore Gaming Bundle,1,27.11.2022,27-Nov-22,2500,997PP EvoFox Explore Gaming Bundle (422~423~659~595),Offline,4796
LUCKNOW,Online,Online,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,27.11.2022,27-Nov-22,529,398PP Xcite Neo Keyboard USB,Online,549
Calicut,A320,Kozhikode-Hilite Mall,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,27.11.2022,27-Nov-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
New Delhi,A336,Delhi-Shahdara,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,2,28.11.2022,28-Nov-22,1858,416PP Super Speed Hub 4 Port USB 3.0,Offline,2998
AHMEDABAD,A228,Ahmedabad-Vastral,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,28.11.2022,28-Nov-22,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Offline,1299
Nashik,A108,Nashik-Solitario,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,0,28.11.2022,28-Nov-22,0,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,0
Asansol,A229,Asansol-Bhagat Singh More,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,28.11.2022,28-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
MUMBAI,A027,Mumbai-PMC Lower Parel Mall,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,28.11.2022,28-Nov-22,1699,436BK Type-C 6 in 1 Multiport Hub,Offline,2599
New Delhi,A112,Delhi-Select City Walk,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,28.11.2022,28-Nov-22,1699,436BK Type-C 6 in 1 Multiport Hub,Offline,2599
GURGAON,A144,Gurugram-Ambience Mall,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,28.11.2022,28-Nov-22,1699,436BK Type-C 6 in 1 Multiport Hub,Offline,2599
PUNE,A156,Pune-Baner,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,28.11.2022,28-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
BHUJ,A177,Bhuj-Seven Sky Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,28.11.2022,28-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
NADIAD,A208,Nadiad-Uttarsanda Road,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,2,28.11.2022,28-Nov-22,698,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,1398
LATUR,A256,Latur-Ambejogai Road,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,28.11.2022,28-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Visakhapatnam,Online,Online,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,28.11.2022,28-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Online,699
SURAT,A209,Surat-Parvat Patiya,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,28.11.2022,28-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
